index, sex, mstatus, age, children, occupation, education, income, avbal, avtrans, decision
379,F,married,37.95,2,manuf,tertiary,6338.04,33152.18,1795.56,A
380,M,married,39.2,2,IT,tertiary,6021.57,29708.62,2023.66,A
381,M,widowed,59.76,2,finance,postgrad,7019.95,12112.66,3000.81,None
382,F,divorced,38.53,1,construct,tertiary,7019.95,12112.66,3000.81,None
383,F,married,59.65,0,IT,tertiary,3420.04,24980.83,3009.88,None
384,F,divorced,42.3,1,finance,postgrad,4630.31,28998.11,3166.05,None
385,F,divorced,26.6,1,government,secondary,1804.89,10185.35,687.71,None
386,M,single,43.98,0,manuf,professional,4856.72,29800.92,3829.94,None
387,F,single,40.55,0,legal,tertiary,7035.51,44155.93,3188.92,None
388,M,single,47.89,0,manuf,secondary,1426.36,4914.78,1328.45,None
389,M,married,49.97,3,finance,tertiary,6182.02,35875.1,1303.76,None
390,F,single,45.12,0,government,secondary,2441.51,14167.96,924.49,None
391,M,married,59.58,0,education,secondary,2973.54,3234.87,1017.62,None
392,F,married,44.07,2,finance,secondary,767.75,11850.44,1325.96,None
393,M,married,37.71,0,legal,secondary,3216.32,7789.15,1319.78,None
394,M,married,43.64,2,manuf,secondary,1926.66,14675,1185.01,None
395,M,single,25.99,0,education,professional,11239.19,55977.79,4318.37,None
396,M,single,27.74,0,construct,postgrad,11239.19,55977.79,4318.37,B
397,F,married,40.87,2,legal,secondary,2884.27,10959.44,1065.22,None
398,M,married,44.59,2,education,professional,6724.33,30160.66,3153.15,None
399,F,single,24.72,0,construct,tertiary,6724.33,30160.66,3153.15,None
400,M,single,19.69,0,finance,tertiary,5937.34,25586.27,1342.67,None
401,M,widowed,57.03,0,government,tertiary,4441.41,1590.23,748.14,None
402,F,married,30.93,2,government,tertiary,4180.72,8735.23,1499.7,A
403,F,married,39.52,2,government,secondary,4166.72,15307.29,236.68,A
404,F,divorced,32.59,1,IT,tertiary,4906.49,23105.66,1834.93,None
405,F,single,22.22,0,government,postgrad,5636.37,25011.36,2535.67,None
406,M,divorced,47.06,1,finance,secondary,1257.84,19956.19,425.87,None
407,F,married,39.96,3,IT,secondary,2253.39,13349.16,777.23,A
408,F,divorced,47.29,4,education,postgrad,3900.43,15212.5,883,None
409,F,married,40.26,1,IT,secondary,3286.1,18494.87,1221.27,None
410,F,single,28,0,government,secondary,1843.91,4531.9,1208.46,None
411,M,married,57.46,1,legal,secondary,4661.25,23557.58,1737.89,None
412,F,divorced,42.3,3,legal,tertiary,6728.16,31189.5,3695.57,None
413,F,married,40,0,IT,postgrad,10653.49,30033.14,4103.15,None
414,F,divorced,50.04,1,manuf,tertiary,5298.03,33920.4,1500.14,None
415,F,divorced,51.41,1,IT,secondary,3434.82,17621.82,1209.87,None
416,M,single,41.63,0,finance,secondary,1282,15890.52,1446.68,None
417,M,single,20,0,IT,tertiary,6776.93,32781.6,2804.99,None
418,M,married,25.31,2,IT,secondary,2015.87,14953.83,1199.88,None
419,F,married,40.15,1,government,postgrad,7538.49,4638.31,1880.18,None
420,M,divorced,47.2,2,finance,secondary,2360.47,13504.55,2195.52,None
421,F,married,49.11,2,finance,tertiary,9219.76,28814.28,1230.7,A
422,M,married,32.64,1,legal,tertiary,10283.55,30008.13,1748.56,A
423,M,single,18.13,0,education,tertiary,2349.42,9989.01,1007.41,None
424,F,single,34.08,0,IT,tertiary,3995.66,16378.48,2116.76,None
425,F,single,36.11,0,manuf,tertiary,6934.92,26534.28,1434.66,None
426,M,single,45.81,0,IT,secondary,1743.26,14885.43,1206.65,None
427,F,divorced,41.38,4,manuf,postgrad,7996.04,35515.14,2094.92,None
428,F,divorced,66.65,1,retired,postgrad,4425.45,29600.36,1122.1,None
429,F,married,37.75,3,education,secondary,2044.98,13226.12,181.69,None
430,M,single,27.22,0,government,tertiary,4706.28,20140.35,1368.86,None
431,F,single,27.96,0,government,tertiary,7295.89,25399.72,1505.92,None
432,F,divorced,44.79,1,finance,secondary,1093.26,17643.79,1357.15,None
433,M,divorced,59.06,2,education,secondary,1539.08,21834.78,776.93,None
434,M,single,24.35,0,manuf,secondary,2048.54,11285.16,978.51,None
435,F,divorced,41.92,2,government,postgrad,2500.22,16570.72,2739.64,None
436,F,divorced,72.92,2,retired,postgrad,5358.66,10731.84,1063.16,None
437,F,divorced,48.5,0,construct,postgrad,5358.66,10731.84,1063.16,None
438,M,divorced,46.27,0,manuf,tertiary,5797.69,36154.76,1410.4,None
439,F,single,29.83,0,government,postgrad,7797.2,25054.15,3970.1,None
440,M,widowed,79.78,0,retired,tertiary,3667.55,15010.56,665.02,None
441,M,single,21.53,0,IT,tertiary,9941.92,18677.31,2009.22,None
442,F,divorced,41.65,0,education,tertiary,3176.8,20000.59,780.2,None
443,F,single,45.23,0,government,postgrad,6684.38,27636.88,3950.75,None
444,F,single,23.55,0,legal,secondary,3000.36,26802.91,929.53,None
445,M,widowed,59.71,2,education,secondary,2647.72,12061.22,84.43,None
446,M,divorced,41.72,2,government,tertiary,2485.13,23438.27,1462.45,None
447,M,married,32.63,4,finance,secondary,1730.58,16511.9,1851.99,None
448,F,divorced,27.43,2,education,secondary,2035.53,11471.68,439.72,None
449,F,married,56.83,1,finance,secondary,2371.89,21955.26,1614.6,None
450,F,married,33.35,1,legal,tertiary,4437.66,19844.82,2489.46,A
451,F,single,25.82,0,finance,tertiary,2350.48,26244.81,2214.36,None
452,F,married,59.96,0,finance,tertiary,7351.53,33034.05,674.53,None
453,M,divorced,43.19,0,government,tertiary,4449.75,22624.1,1274.35,None
454,M,divorced,41.15,0,finance,secondary,738.95,15779.52,1382.27,None
455,F,married,51.92,1,education,postgrad,4892.6,25482.14,2894.78,A
456,M,married,36.28,1,education,secondary,1591,10211.59,916.71,None
457,F,married,51.17,0,IT,postgrad,9308.28,30079.84,1885.25,None
458,M,single,27.51,0,manuf,tertiary,6062.1,20560.95,1295.14,None
459,F,married,28.16,1,legal,tertiary,2880.85,29718.85,2538.6,A
460,M,married,68.16,0,retired,secondary,1951.32,2700.51,765.54,None
461,F,single,34,0,finance,tertiary,7185.3,23265.02,1103.85,None
462,F,single,44.57,0,manuf,secondary,1674.91,14522.72,488.82,None
463,F,married,36.81,2,manuf,tertiary,5223.23,19613.9,2069.82,None
464,M,married,30.86,3,manuf,tertiary,4975.3,17166.43,1169.43,None
465,F,single,41.86,0,finance,postgrad,3652.92,30785.56,3152.84,None
466,M,single,32.12,0,IT,tertiary,6000.39,24503.51,787.1,None
467,F,married,38.82,2,finance,professional,12786.15,33769.61,2758.88,None
468,M,married,55.76,1,government,postgrad,13393.43,3794.19,2492.07,None
469,F,single,27.94,0,IT,secondary,2987.61,13622.4,547.52,None
470,M,single,47.48,0,manuf,secondary,1138.75,6919.85,341.5,None
471,F,divorced,64.89,2,manuf,secondary,1791.56,11295.41,799.94,None
472,M,widowed,58.66,0,government,tertiary,5006.93,10404.44,1448.95,None
473,F,single,28.03,0,IT,tertiary,6163.24,11725.56,2001.96,B
474,M,divorced,31.26,1,manuf,professional,3514.06,55554.49,3809.98,None
475,F,widowed,58.72,1,IT,professional,7700.25,45038.76,2355.94,None
476,M,divorced,67.84,2,retired,postgrad,2625.81,20696.63,867.35,None
477,M,single,27.05,0,finance,secondary,2374.29,16314.95,746.54,None
478,M,married,38.76,2,finance,professional,16070.13,49844.14,4705.1,None
479,M,divorced,42.64,2,government,tertiary,6406.75,39372.53,1783.25,None
480,M,divorced,45.32,1,medicine,tertiary,10719.57,29524.05,2074.57,None
481,M,single,23.65,0,manuf,secondary,1121.06,12028.5,1285.31,None
482,F,divorced,71.11,0,retired,tertiary,3261.51,12437.5,1138.77,None
483,F,married,30.46,0,government,postgrad,8210.81,13904.08,2881.68,A
484,F,married,43.98,2,legal,secondary,3165.79,8494.17,1903.63,None
485,F,single,20.28,0,legal,tertiary,6781.92,21991.83,2884,B
486,F,married,26.86,2,education,tertiary,2109.48,19095.84,1103.11,None
487,M,widowed,51.84,2,education,tertiary,5959.18,4796.45,1720.6,None
488,M,married,35.5,0,IT,postgrad,13632.16,39115.7,1235.37,None
489,M,married,40.83,0,finance,tertiary,4203.52,17934.65,1215.02,None
490,M,single,25.53,0,IT,secondary,1990.25,17078.56,1141.5,None
491,M,divorced,34.9,0,government,secondary,2564.85,18698.4,768.51,None
492,M,divorced,57.09,1,finance,postgrad,12961.14,29922.37,1981.44,None
493,M,single,40.81,0,education,tertiary,3907.75,19774.9,1484.8,None
494,M,married,67.7,2,retired,tertiary,3500.03,15629.71,361.46,None
495,M,married,38.96,3,finance,secondary,1926.55,15713.06,875.48,A
496,M,married,45.42,4,construct,professional,1926.55,15713.06,875.48,A
497,F,single,28.01,0,legal,secondary,2312.22,16175.42,1226.34,None
498,M,divorced,59.35,1,manuf,tertiary,7478.17,4814.42,2436.66,None
499,F,single,23.14,0,education,secondary,1793.76,16597.95,595.33,B
500,F,single,25.05,0,finance,secondary,2569.11,18864.38,724.63,None
501,F,divorced,52.36,2,government,professional,11524.54,20139.88,6080.2,None
502,F,married,52.27,0,medicine,professional,11564.12,60286.61,4299.58,None
503,F,married,39.84,3,finance,tertiary,4421.93,28299.57,2460.58,None
504,M,widowed,45.28,4,legal,tertiary,7000.99,19806.22,2508.43,None
505,F,married,36.61,0,finance,secondary,661.03,18118.42,2003.13,None
506,M,married,20.2,0,construct,tertiary,661.03,18118.42,2003.13,None
507,F,divorced,47.56,3,finance,postgrad,8414.09,41495.14,2999.48,None
508,F,single,28.17,0,education,tertiary,4007.31,15915.4,1159.84,None
509,M,single,27.84,0,government,tertiary,3327.88,5597.75,1518.82,None
510,F,single,32.37,0,finance,tertiary,2588.95,15714.75,3062.53,None
511,F,single,25.82,0,finance,postgrad,7689.36,33416.4,1990.2,None
512,F,married,33.64,0,education,tertiary,3473.84,19627.13,206.98,None
513,M,single,39.5,0,IT,tertiary,7128.14,26372.59,2004.44,None
514,M,single,23.73,0,government,tertiary,4964.64,33168.59,1383.66,None
515,F,single,40.04,0,finance,tertiary,6009.25,22844.52,1212.4,None
516,M,single,25.08,0,manuf,postgrad,9923.55,15604.72,2390.99,B
517,F,married,54.59,2,manuf,secondary,1086.68,12004.37,1325.86,None
518,M,married,32.14,0,construct,professional,1086.68,12004.37,1325.86,None
519,M,divorced,28.32,2,government,secondary,2545.87,16096.29,669.68,None
520,F,married,38.67,2,finance,tertiary,6010.26,24031.64,1818.17,None
521,M,single,28.51,0,legal,tertiary,6886.37,29409.99,2183.31,None
522,F,married,39.94,0,manuf,tertiary,2422.48,19799.41,671.26,None
523,F,divorced,72.76,3,retired,secondary,1720.76,9972.16,507.67,None
524,F,divorced,65.93,1,retired,secondary,369.52,11737.27,501.45,None
525,M,married,37.34,2,manuf,tertiary,5386.55,36293.6,2308.35,None
526,F,widowed,63.37,1,finance,postgrad,8904.19,42256.39,3002.36,None
527,M,single,20.06,0,finance,tertiary,2431.12,26988.85,2345.84,None
528,F,married,67.27,0,retired,secondary,849.11,9750.49,808.63,None
529,F,divorced,37.47,1,education,professional,2280.32,36550.24,4633.44,None
530,F,married,39.88,1,finance,secondary,1669.85,21423.57,1399.68,None
531,F,married,31.23,2,education,secondary,2642.01,19508.46,966.06,A
532,F,married,63.52,3,government,secondary,2723.4,21821.02,1324.28,None
533,M,married,24.03,1,IT,secondary,668.36,8383.41,1290.08,A
534,F,married,31.49,0,finance,postgrad,6800.7,44445.76,4463.2,None
535,F,widowed,81.65,1,retired,tertiary,3500,23900.27,1053.77,None
536,F,single,27.66,0,finance,secondary,3496.41,25664.44,1258.45,B
537,M,divorced,56.74,2,construct,secondary,3496.41,25664.44,1258.45,None
538,M,married,39.47,3,construct,professional,3496.41,25664.44,1258.45,None
539,F,single,47.27,0,construct,secondary,3496.41,25664.44,1258.45,None
540,M,widowed,74.32,2,retired,postgrad,5635.27,29054.95,1202.14,None
541,F,single,22.18,0,IT,secondary,1978.39,24109.96,1201.7,None
542,M,single,28.09,0,government,secondary,4328.09,17795.27,476.61,B
543,M,single,28,0,finance,tertiary,3490.7,23951.87,2029.82,None
544,M,divorced,49.02,2,finance,tertiary,2103.48,18577.7,995.2,None
545,F,divorced,33.37,1,medicine,secondary,782.64,15740.16,2098.98,None
546,M,married,53.59,3,government,secondary,2973.28,12826.05,947.26,A
547,M,married,59.33,1,medicine,postgrad,5827.99,51649.47,5181,None
548,F,married,40,0,finance,secondary,1927.54,8991.29,1003.8,None
549,F,divorced,59.63,3,finance,postgrad,12837.16,15063.45,3669.4,None
550,F,married,42.64,1,government,tertiary,6464.9,20359.66,724.33,None
551,F,single,47.58,0,government,tertiary,2772.29,37824.75,1302.39,None
552,M,married,45.57,0,legal,tertiary,7436.51,29997.64,2585.14,None
553,F,single,23.23,0,manuf,postgrad,8593.5,25264.35,1916.31,None
554,M,married,32.28,2,manuf,tertiary,3558.33,19216.65,713.24,A
555,F,married,61.78,2,government,secondary,2573.98,12465.27,673.91,A
556,F,divorced,26.02,4,IT,postgrad,7491.84,32860.11,3965.97,None
557,F,divorced,43.12,2,education,professional,8206.02,13127.97,3001.39,None
558,M,divorced,37.27,3,manuf,professional,16029.98,6796.77,5218.89,None
559,M,divorced,28.27,1,finance,tertiary,8350.2,37003.44,1985.23,None
560,M,married,39.54,0,manuf,tertiary,4309.54,7927.33,1483.46,A
561,F,divorced,25.4,0,manuf,postgrad,9358.84,22671.85,2623.8,None
562,F,married,64.84,1,education,professional,7233.79,41562.61,2924.97,A
563,F,single,21.01,0,government,professional,11982.47,53421.89,1783.68,B
564,F,single,31.34,0,IT,postgrad,9092.44,17367.56,3472.77,None
565,F,widowed,83.39,3,retired,postgrad,4534.29,18716.42,890.08,None
566,F,single,19.48,0,manuf,tertiary,5784.71,17111.17,2196.83,None
567,M,married,49.75,1,government,tertiary,2964.94,29658.66,673.27,None
568,M,married,39.52,2,manuf,secondary,2219.61,16136.1,280.08,A
569,F,single,28,0,construct,secondary,2219.61,16136.1,280.08,None
570,M,married,40.87,1,construct,secondary,2219.61,16136.1,280.08,None
571,F,married,29.26,1,IT,secondary,1980.27,12651.33,1287.25,None
572,M,divorced,48.92,2,IT,professional,10970.75,33154.26,6616.19,None
573,F,divorced,32.66,0,IT,postgrad,7297.42,46047.68,4702.1,None
574,F,divorced,45.12,4,finance,tertiary,4701.98,19347.37,2230.32,None
575,M,divorced,38.5,0,IT,secondary,2145.01,25493.3,1536.71,None
576,M,divorced,73.59,1,retired,tertiary,3435.89,12174.21,863.93,None
577,M,married,40,1,government,secondary,3466.81,10199.24,239.32,None
578,F,single,27.52,0,manuf,tertiary,5001.26,19843.27,1535.52,None
579,F,married,40.02,0,manuf,secondary,3157.55,12058.29,281.39,None
580,F,divorced,37.37,3,finance,tertiary,6633.34,16885.31,3406.88,None
581,M,single,18.86,0,manuf,tertiary,2863.63,19999.31,1954.86,None
582,M,married,65.63,2,retired,tertiary,2622.6,15668.92,330.88,None
583,F,divorced,28.05,3,government,postgrad,7708.39,19249.76,2485.03,B
584,F,divorced,55.56,1,government,secondary,3241.13,11092.16,799.95,None
585,F,single,39.2,0,legal,secondary,3094.49,8101.6,1704.52,None
586,F,married,41.41,2,government,tertiary,7892.99,8815.18,1638.76,None
587,M,widowed,60,2,government,tertiary,4606.89,25168.39,560.9,None
588,F,widowed,77.2,1,retired,tertiary,4851.14,23010.71,1765.31,None
589,F,married,39.15,2,manuf,postgrad,8191.96,25443.89,3700.28,None
590,F,married,43.03,2,government,secondary,619.15,2872.72,1216.9,A
591,F,divorced,51.02,1,education,postgrad,4356.52,33630.3,913.01,None
592,F,widowed,65.19,0,retired,secondary,781.87,17593.72,652.56,None
593,F,single,20.05,0,finance,secondary,1756.45,7872.09,1199.28,B
594,M,single,46.44,0,medicine,postgrad,7119.24,33107.69,4774.8,None
595,F,widowed,59.72,2,education,professional,7999.92,44733.84,3010.56,None
596,M,single,28,0,government,professional,10121.36,46721.65,3037.19,None
597,F,married,31.68,1,manuf,secondary,2730.97,15406.86,830.33,None
598,M,divorced,44.99,2,government,secondary,1028.85,9153.72,1082.24,None
599,F,single,37.35,0,manuf,secondary,2368.34,6049.24,1076.91,None
600,M,married,49.01,1,education,secondary,756.7,6730.93,45.76,None
601,M,single,32.81,0,finance,secondary,3361.07,15616.08,2119.05,None
602,F,single,44.21,0,government,secondary,2418.01,12000.81,582.9,None
603,F,married,35.56,2,construct,tertiary,2418.01,12000.81,582.9,A
604,F,divorced,36.61,1,government,secondary,1534.41,12415.32,804.11,None
605,M,single,23.23,0,government,postgrad,8675.55,10094.5,2773.25,None
606,F,married,49.03,2,legal,tertiary,7440.09,30042.31,2085.96,A
607,M,single,28.07,0,finance,secondary,565.66,15456.75,1865,None
608,F,married,39.04,0,IT,tertiary,8156.1,33611.17,1846.41,None
609,F,married,26.46,0,finance,postgrad,4282.88,19819.25,1930.6,None
610,M,married,66.64,0,retired,secondary,2282.95,9194.57,456.02,None
611,F,married,41.87,0,finance,secondary,1025.4,16198.76,937.61,None
612,F,married,41.21,0,manuf,tertiary,5008.93,22921.57,1181.78,None
613,M,married,63.06,2,manuf,secondary,3620.18,12329.6,820.9,A
614,M,married,39.74,1,construct,secondary,3620.18,12329.6,820.9,None
615,F,married,50.07,0,manuf,tertiary,5324.57,21972.23,1471.24,None
616,F,married,37.61,4,legal,tertiary,5396.38,12431.43,991.05,None
617,M,single,41.8,0,education,tertiary,4017.73,19989.3,947.94,None
618,M,married,20,3,government,secondary,4162.98,11377.4,744.48,None
619,M,married,26.66,1,education,tertiary,3913,22076.67,1668.99,None
620,M,single,20.93,0,government,postgrad,9983.88,24035.64,2787.52,None
621,M,single,19.33,0,education,secondary,3401.64,14374.65,69.49,None
622,F,divorced,68.35,3,retired,professional,7723.52,19855.56,1013.21,None
623,M,single,30.81,0,government,secondary,1001.33,12018.35,209.87,None
624,F,widowed,56.01,1,education,tertiary,4140.42,5780.7,1724.59,None
625,F,divorced,30.45,1,IT,tertiary,5358.98,22221.96,2416.88,None
626,M,married,35.05,2,finance,tertiary,5295.53,22866.75,2174.63,A
627,M,single,25.63,0,legal,tertiary,11887.31,22585.61,3944.5,None
628,M,widowed,69.61,0,retired,tertiary,2842.85,15448.78,1147.37,None
629,M,widowed,59.83,0,manuf,secondary,2528.92,11847.88,770.2,None
630,F,widowed,70.02,0,retired,postgrad,2446.3,33356.61,1240.91,None
631,M,married,25.64,2,medicine,professional,9756.36,55843.17,5122.79,A
632,F,married,39.18,2,education,professional,9691.79,24948.8,949.69,None
633,F,divorced,64.73,1,government,professional,12942.22,54919.07,1174.71,None
634,M,married,59.45,2,finance,postgrad,10426.73,29460.48,1042.93,None
635,F,married,39.27,2,IT,secondary,933.69,12302.49,1303.04,None
636,M,married,42.51,2,legal,secondary,2574.35,20220.65,828.49,None
637,F,married,38.11,2,construct,secondary,2574.35,20220.65,828.49,None
638,F,divorced,45,2,government,professional,15886.74,28400.25,1851.32,None
639,F,married,28.15,1,finance,tertiary,2746.5,18205.65,3559.71,None
640,M,divorced,25.17,2,finance,tertiary,5477.83,22224.64,2056.67,None
641,F,married,51.94,2,finance,postgrad,9198.67,33090.32,4961.85,None
642,F,divorced,69.45,2,retired,tertiary,2441.06,14987.41,331.35,None
643,F,married,37.92,2,finance,postgrad,10073.63,30795.74,3754.96,None
644,M,married,52.4,1,government,tertiary,6161.74,21338.27,1551.74,None
645,F,married,69.15,1,retired,secondary,1499.97,10697.22,1354.99,None
646,F,married,46.69,3,legal,postgrad,7174.52,51443.33,4874.25,None
647,F,single,47.75,0,IT,tertiary,6708.68,36184.38,2603.56,None
648,M,single,38.14,0,education,tertiary,3943.67,20422.36,1799.87,None
649,M,divorced,34.95,1,finance,secondary,1767,14617.1,2123.25,None
650,F,married,35.77,0,manuf,secondary,2861.86,12341.95,1379.41,A
651,F,married,45.48,1,finance,secondary,1283.11,21000.74,1087.18,None
652,M,single,25.1,0,medicine,tertiary,6179.39,25919.54,2536.51,B
653,M,single,47.58,0,IT,secondary,1935.72,15992.69,556.6,None
654,M,married,42.16,1,IT,tertiary,4561.4,15692.33,1999.36,None
655,F,single,20.56,0,IT,professional,15454.28,25290.38,4972.15,None
656,M,divorced,36.16,1,legal,secondary,4137.5,7285.46,1989.59,None
657,F,divorced,72.44,2,retired,tertiary,2137.24,12522.51,807.41,None
658,F,divorced,40.02,2,medicine,secondary,2892.27,12045.38,1589.89,None
659,M,divorced,61.14,1,IT,postgrad,14926.46,23191.1,2926.1,None
660,F,divorced,52.02,0,finance,tertiary,2968.22,21291.19,1369.14,None
661,F,single,39.89,0,education,tertiary,3882.51,23513.36,1145.44,None
662,M,single,27.24,0,manuf,tertiary,6232.86,8496.6,2021.78,None
663,M,married,35.22,1,government,secondary,2490.72,17113.91,284.02,None
664,M,single,27.89,0,legal,professional,14736.21,34852.12,6082.29,None
665,F,married,37.44,2,legal,tertiary,9218.1,29720.99,3913.3,A
666,F,divorced,47.95,1,medicine,tertiary,11306.48,45672.71,3306.97,None
667,F,widowed,58.66,0,finance,tertiary,6324.61,25830.71,2448.04,None
668,F,married,22.62,1,manuf,postgrad,6014.61,25244.07,2162.57,None
669,M,single,39.87,0,legal,tertiary,6993.92,18298.91,3138.53,None
670,M,married,45.33,2,government,postgrad,11164.85,46632.5,2541.4,None
671,M,married,38.35,0,manuf,secondary,2162.07,8888.64,808.41,None
672,M,divorced,43.03,1,IT,postgrad,8884.88,17975.16,4191.64,None
673,M,married,26.59,0,legal,secondary,2464.51,20019.82,1554.69,None
674,F,divorced,43.57,0,construct,secondary,2464.51,20019.82,1554.69,None
675,F,divorced,59.44,1,legal,postgrad,8477.8,45466.29,5885.52,None
676,F,married,41.27,2,construct,postgrad,8477.8,45466.29,5885.52,A
677,M,married,36.86,0,government,secondary,2612.11,20001.14,570.54,None
678,F,single,29.99,0,legal,secondary,1120.04,24809.72,1848.08,None
679,F,single,25.72,0,education,secondary,1110.37,12435.17,955.8,None
680,F,married,69.59,0,retired,secondary,1288.69,5364,825.7,None
681,F,single,18.92,0,government,tertiary,5071.84,1312.35,1290.1,None
682,M,married,48.64,1,manuf,tertiary,3078.33,16267.37,1496.39,None
683,F,divorced,67.8,1,retired,tertiary,4233.5,21090.72,1054.93,None
684,M,married,29.59,1,construct,tertiary,4233.5,21090.72,1054.93,None
685,M,single,35.73,0,finance,secondary,1741.13,14491.1,1045.64,None
686,M,divorced,51.91,2,IT,secondary,1601.79,15974.7,805.82,None
687,M,married,40,1,manuf,postgrad,5843.79,35709.73,2616.6,None
688,M,married,48.56,0,manuf,postgrad,4772.7,27022.71,2540.78,None
689,F,married,40.17,0,finance,secondary,1102.49,15841.46,1209.34,A
690,M,single,27.84,0,education,secondary,2661.86,5622.38,532.2,None
691,F,single,25.89,0,manuf,professional,13205.43,15820.11,6857.32,None
692,M,widowed,78.21,1,retired,secondary,1457.01,10017.72,1085.73,None
693,F,married,34.16,1,IT,tertiary,7219.35,12122.14,2029.55,A
694,M,divorced,56.92,2,IT,tertiary,4981.25,22089.9,1953.66,None
695,M,single,27.91,0,government,secondary,2244.02,10163.05,505.16,None
696,M,married,48.47,0,manuf,tertiary,5471.97,814.95,2038.46,None
697,M,married,35.34,0,finance,tertiary,4296.81,23993.14,3295.92,None
698,M,widowed,59.99,1,education,postgrad,7425.96,32669.19,1111.86,None
699,M,married,34.96,2,finance,secondary,2605.72,8699.05,530.08,None
700,M,married,58.69,0,construct,secondary,2605.72,8699.05,530.08,A
701,M,divorced,66.73,2,retired,tertiary,3713.81,26866.04,782.02,None
702,F,single,42.45,0,legal,tertiary,2865.8,42792.8,2724.65,None
703,F,single,33.52,0,manuf,tertiary,5007.86,23172.09,2174.52,None
704,F,single,28.53,0,IT,secondary,1839.69,8402.53,1383.09,None
705,F,married,31.86,0,government,secondary,2570.25,4004.41,1135.59,None
706,F,single,26.79,0,government,secondary,953.11,19712.34,789.36,None
707,F,widowed,72.76,3,retired,postgrad,3493.57,18993.73,1197.26,None
708,F,married,20.13,1,IT,secondary,1427.85,19632.56,949.35,None
709,F,married,40.02,1,manuf,tertiary,4961.27,3663.28,1493.18,None
710,M,widowed,60.02,0,manuf,tertiary,4092.82,12359.94,1530.55,None
711,M,single,31.46,0,finance,tertiary,8266.15,12433.17,1768.08,None
712,M,divorced,31.98,2,finance,secondary,3250.2,7661.93,966.24,None
713,M,married,30.24,0,manuf,professional,10797.6,43840.12,2832.01,None
714,F,divorced,72.47,2,retired,secondary,991.15,6977.61,485.29,None
715,F,single,26.55,0,construct,secondary,991.15,6977.61,485.29,None
716,M,married,25.34,3,finance,tertiary,3735.53,12715.07,3315.75,None
717,F,divorced,45.57,0,manuf,secondary,3107.78,6307.33,804.89,None
718,F,divorced,55.84,0,legal,secondary,3179.27,26469.3,1071.26,None
719,M,single,47.41,0,finance,postgrad,3285.71,19993.33,3407.56,None
720,M,divorced,43.06,2,finance,postgrad,5475.49,15278.83,3728.35,None
721,M,single,45.13,0,manuf,tertiary,5767.09,20150.48,987.14,None
722,F,married,39.69,2,legal,tertiary,2721.66,28354.99,1185.04,A
723,M,married,34.93,1,government,postgrad,9979.31,26134.38,2065.62,None
724,M,married,41.02,1,legal,secondary,3803.47,20596.94,1690.89,None
725,F,divorced,74.79,1,retired,tertiary,2620.07,15527.9,1129.35,None
726,M,married,56.38,1,government,tertiary,4988.09,22007.77,1495.21,A
727,M,widowed,53.2,0,government,postgrad,8219.18,3917.26,3754.81,None
728,M,married,27.89,1,education,tertiary,3728.02,34551.76,1792.58,A
729,M,single,28,0,education,tertiary,3470.55,16974.69,1080.62,None
730,F,single,27.96,0,medicine,secondary,4879.99,6268.61,2323.3,None
731,M,single,28,0,government,secondary,4092.2,10312.22,1027.52,None
732,M,married,24.84,2,education,postgrad,8578.81,40964.26,1154.56,None
733,F,married,40.29,0,government,tertiary,6680,9360.44,1524.87,None
734,F,married,46.24,2,IT,postgrad,9920.57,31883.49,3014.12,A
735,M,married,39.85,2,IT,tertiary,2702.8,25967.57,2444.53,None
736,M,single,39.05,0,finance,tertiary,8783.51,30179.66,1292.94,None
737,M,married,36.18,2,finance,secondary,1393.84,18977.67,2164.65,None
738,F,divorced,37.84,1,IT,postgrad,5661.21,47751.32,3000.84,None
739,F,married,67.78,1,retired,tertiary,3087.85,23905.9,1590.28,None
740,M,married,39.99,2,manuf,secondary,2535.76,20452.82,1338.44,None
741,M,single,34.21,0,manuf,secondary,2827.91,15320.42,914.79,None
742,F,married,45.32,2,finance,secondary,1369.85,17973.6,1442.15,None
743,M,widowed,61.93,1,government,tertiary,5010.56,20885.41,2227.87,None
744,M,married,40.28,2,government,tertiary,4282.43,30037.17,753.6,A
745,M,single,27.18,0,manuf,secondary,2047.22,13802.91,795.24,None
746,M,married,26.6,1,government,secondary,1074.31,9183.26,371.26,A
747,F,divorced,40.66,2,finance,tertiary,7276.48,22529.93,2305,None
748,F,divorced,57.29,2,government,tertiary,4995.33,26083.81,1597.76,None
749,F,single,24.83,0,construct,tertiary,4995.33,26083.81,1597.76,None
750,F,married,30.93,0,construct,tertiary,4995.33,26083.81,1597.76,None
751,F,single,27.66,0,finance,tertiary,3011.28,24418.57,3522.56,None
752,F,single,19.96,0,IT,secondary,586.86,15931.03,1567.66,None
753,M,married,40.91,0,finance,postgrad,8981.14,30580.62,2276.43,None
754,F,single,45.32,0,education,tertiary,5814.55,30931.06,1411.33,None
755,F,married,33.04,2,government,tertiary,4831.08,33431.8,1581.59,None
756,M,divorced,36.29,0,government,secondary,3009.45,2229.96,795.18,None
757,F,single,21.82,0,manuf,postgrad,4473.74,17458.64,3858.5,B
758,M,single,38.41,0,government,secondary,4074.19,10546.53,1213.83,None
759,F,married,37.61,1,legal,professional,4147.2,57314.44,8138.31,A
760,F,married,34.21,1,government,tertiary,4977.13,22598.72,1499.69,A
